idx,name,description,label,software
465,hadoop.http.authentication.type,Defines authentication used for Oozie HTTP endpoint. Supported values are: simple | kerberos | #AUTHENTICATION_HANDLER_CLASSNAME#,security,hadoop-common
466,hadoop.http.authentication.token.validity,Indicates how long (in seconds) an authentication token is valid before it has to be renewed.,security,hadoop-common
467,hadoop.http.authentication.signature.secret.file,The signature secret for signing the authentication tokens. The same secret should be used for JT/NN/DN/TT configurations.,security,hadoop-common
468,hadoop.http.authentication.cookie.domain,"The domain to use for the HTTP cookie that stores the authentication token. In order to authentiation to work correctly across all Hadoop nodes web-consoles the domain must be correctly set. IMPORTANT: when using IP addresses, browsers ignore cookies with domain settings. For this setting to work properly all nodes in the cluster must be configured to generate URLs with hostname.domain names on it.",security,hadoop-common
469,hadoop.http.authentication.simple.anonymous.allowed,Indicates if anonymous requests are allowed when using 'simple' authentication.,security,hadoop-common
470,hadoop.http.authentication.kerberos.principal,Indicates the Kerberos principal to be used for HTTP endpoint. The principal MUST start with 'HTTP/' as per Kerberos HTTP SPNEGO specification.,security,hadoop-common
471,hadoop.http.authentication.kerberos.keytab,Location of the keytab file with the credentials for the principal. Referring to the same keytab file Oozie uses for its Kerberos credentials for Hadoop.,security,hadoop-common
472,hadoop.http.cross-origin.enabled,Enable/disable the cross-origin (CORS) filter.,others,hadoop-common
473,hadoop.http.cross-origin.allowed-origins,Comma separated list of origins that are allowed for web services needing cross-origin (CORS) support. Wildcards (*) and patterns allowed,others,hadoop-common
474,hadoop.http.cross-origin.allowed-methods,Comma separated list of methods that are allowed for web services needing cross-origin (CORS) support.,others,hadoop-common
475,hadoop.http.cross-origin.allowed-headers,Comma separated list of headers that are allowed for web services needing cross-origin (CORS) support.,others,hadoop-common
476,hadoop.http.cross-origin.max-age,The number of seconds a pre-flighted request can be cached for web services needing cross-origin (CORS) support.,reliability,hadoop-common
477,dfs.ha.fencing.methods,List of fencing methods to use for service fencing. May contain builtin methods (eg shell and sshfence) or user-defined method.,reliability,hadoop-common
478,dfs.ha.fencing.ssh.connect-timeout,"SSH connection timeout, in milliseconds, to use with the builtin sshfence fencer.",reliability,hadoop-common
479,dfs.ha.fencing.ssh.private-key-files,The SSH private key files to use with the builtin sshfence fencer.,security,hadoop-common
480,hadoop.http.staticuser.user,"The user name to filter as, on static web filters while rendering content. An example use is the HDFS web UI (user to be used for browsing files).",others,hadoop-common
481,ha.zookeeper.quorum,"A list of ZooKeeper server addresses, separated by commas, that are to be used by the ZKFailoverController in automatic failover.",environment,hadoop-common
482,ha.zookeeper.session-timeout.ms,"The session timeout to use when the ZKFC connects to ZooKeeper. Setting this value to a lower value implies that server crashes will be detected more quickly, but risks triggering failover too aggressively in the case of a transient error or network blip.",reliability,hadoop-common
483,ha.zookeeper.parent-znode,"The ZooKeeper znode under which the ZK failover controller stores its information. Note that the nameservice ID is automatically appended to this znode, so it is not normally necessary to configure this, even in a federated environment.",reliability,hadoop-common
484,ha.zookeeper.acl,"A comma-separated list of ZooKeeper ACLs to apply to the znodes used by automatic failover. These ACLs are specified in the same format as used by the ZooKeeper CLI. If the ACL itself contains secrets, you may instead specify a path to a file, prefixed with the '@' symbol, and the value of this configuration will be loaded from within.",security,hadoop-common
485,ha.zookeeper.auth,"A comma-separated list of ZooKeeper authentications to add when connecting to ZooKeeper. These are specified in the same format as used by the ""addauth"" command in the ZK CLI. It is important that the authentications specified here are sufficient to access znodes with the ACL specified in ha.zookeeper.acl. If the auths contain secrets, you may instead specify a path to a file, prefixed with the '@' symbol, and the value of this configuration will be loaded from within.",security,hadoop-common
486,hadoop.ssl.keystores.factory.class,The keystores factory to use for retrieving certificates.,security,hadoop-common
487,hadoop.ssl.require.client.cert,Whether client certificates are required,security,hadoop-common
488,hadoop.ssl.hostname.verifier,"The hostname verifier to provide for HttpsURLConnections. Valid values are: DEFAULT, STRICT, STRICT_IE6, DEFAULT_AND_LOCALHOST and ALLOW_ALL",security,hadoop-common
489,hadoop.ssl.server.conf,"Resource file from which ssl server keystore information will be extracted. This file is looked up in the classpath, typically it should be in Hadoop conf/ directory.",security,hadoop-common
490,hadoop.ssl.client.conf,"Resource file from which ssl client keystore information will be extracted This file is looked up in the classpath, typically it should be in Hadoop conf/ directory.",security,hadoop-common
491,hadoop.ssl.enabled,Deprecated. Use dfs.http.policy and yarn.http.policy instead.,security,hadoop-common
492,hadoop.ssl.enabled.protocols,The supported SSL protocols.,security,hadoop-common
493,hadoop.jetty.logs.serve.aliases,Enable/Disable aliases serving from jetty,others,hadoop-common
494,fs.permissions.umask-mode,"The umask used when creating files and directories. Can be in octal or in symbolic. Examples are: ""022"" (octal for u=rwx,g=r-x,o=r-x in symbolic), or ""u=rwx,g=rwx,o="" (symbolic for 007 in octal).",security,hadoop-common
495,ha.health-monitor.connect-retry-interval.ms,How often to retry connecting to the service.,reliability,hadoop-common
496,ha.health-monitor.check-interval.ms,How often to check the service.,reliability,hadoop-common
497,ha.health-monitor.sleep-after-disconnect.ms,How long to sleep after an unexpected RPC error.,reliability,hadoop-common
498,ha.health-monitor.rpc-timeout.ms,Timeout for the actual monitorHealth() calls.,reliability,hadoop-common
499,ha.failover-controller.new-active.rpc-timeout.ms,Timeout that the FC waits for the new active to become active,reliability,hadoop-common
500,ha.failover-controller.graceful-fence.rpc-timeout.ms,Timeout that the FC waits for the old active to go to standby,reliability,hadoop-common
501,ha.failover-controller.graceful-fence.connection.retries,FC connection retries for graceful fencing,reliability,hadoop-common
502,ha.failover-controller.cli-check.rpc-timeout.ms,"Timeout that the CLI (manual) FC waits for monitorHealth, getServiceState",reliability,hadoop-common
503,ipc.client.fallback-to-simple-auth-allowed,"When a client is configured to attempt a secure connection, but attempts to connect to an insecure server, that server may instruct the client to switch to SASL SIMPLE (unsecure) authentication. This setting controls whether or not the client will accept this instruction from the server. When false (the default), the client will not allow the fallback to SIMPLE authentication, and will abort the connection.",security,hadoop-common
